"cpv_code","cpv_label","level","division_code","division_label","parent_code","parent_label","category","related_concepts","embedding_text"
"19200000-8","Textile fabrics and related items","3","19000000-6","Leather and textile fabrics, plastic and rubber materials","19000000-6","Leather and textile fabrics, plastic and rubber materials","Leather and textile fabrics, plastic and rubber materials","woven; fabrics; woollen; linen; knitted; crocheted; cloth; textile; items","CPV code: 19200000-8
Label: Textile fabrics and related items
Category: Leather and textile fabrics, plastic and rubber materials
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items
Related concepts: woven; fabrics; woollen; linen; knitted; crocheted; cloth; textile; items"
"19210000-1","Woven fabrics","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","synthetic; woven; fabrics; cotton","CPV code: 19210000-1
Label: Woven fabrics
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Woven fabrics
Related concepts: synthetic; woven; fabrics; cotton"
"19220000-4","Woollen fabrics","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","woven; fabrics; linen; knitted; crocheted; cloth; non; woollen","CPV code: 19220000-4
Label: Woollen fabrics
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Woollen fabrics
Related concepts: woven; fabrics; linen; knitted; crocheted; cloth; non; woollen"
"19230000-7","Linen fabrics","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","linen; fabrics","CPV code: 19230000-7
Label: Linen fabrics
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Linen fabrics
Related concepts: linen; fabrics"
"19240000-0","Special fabrics","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","pile; terry; towelling; upholstery; fabrics; curtain; lining","CPV code: 19240000-0
Label: Special fabrics
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Special fabrics
Related concepts: pile; terry; towelling; upholstery; fabrics; curtain; lining"
"19250000-3","Knitted or crocheted fabrics","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","knitted; fabrics; crocheted","CPV code: 19250000-3
Label: Knitted or crocheted fabrics
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Knitted or crocheted fabrics
Related concepts: knitted; fabrics; crocheted"
"19260000-6","Cloth","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","woven; fabrics; woollen; linen; knitted; crocheted; non; cloth","CPV code: 19260000-6
Label: Cloth
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Cloth
Related concepts: woven; fabrics; woollen; linen; knitted; crocheted; non; cloth"
"19270000-9","Non-woven fabrics","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","woven; fabrics; woollen; linen; knitted; crocheted; cloth; non","CPV code: 19270000-9
Label: Non-woven fabrics
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Non-woven fabrics
Related concepts: woven; fabrics; woollen; linen; knitted; crocheted; cloth; non"
"19280000-2","Animal wool, hides and skins","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19200000-8","Textile fabrics and related items","Textile fabrics and related items","wool; animal; skins; bird; feathers; hides","CPV code: 19280000-2
Label: Animal wool, hides and skins
Category: Textile fabrics and related items
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile fabrics and related items > Animal wool, hides and skins
Related concepts: wool; animal; skins; bird; feathers; hides"
"19400000-0","Textile yarn and thread","3","19000000-6","Leather and textile fabrics, plastic and rubber materials","19000000-6","Leather and textile fabrics, plastic and rubber materials","Leather and textile fabrics, plastic and rubber materials","natural; textile; fibres; artificial; yarn; thread; synthetic","CPV code: 19400000-0
Label: Textile yarn and thread
Category: Leather and textile fabrics, plastic and rubber materials
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile yarn and thread
Related concepts: natural; textile; fibres; artificial; yarn; thread; synthetic"
"19410000-3","Natural textile fibres","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19400000-0","Textile yarn and thread","Textile yarn and thread","artificial; textile; fibres; yarn; thread; natural; synthetic","CPV code: 19410000-3
Label: Natural textile fibres
Category: Textile yarn and thread
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile yarn and thread > Natural textile fibres
Related concepts: artificial; textile; fibres; yarn; thread; natural; synthetic"
"19420000-6","Artificial textile fibres","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19400000-0","Textile yarn and thread","Textile yarn and thread","natural; textile; fibres; yarn; thread; synthetic; artificial","CPV code: 19420000-6
Label: Artificial textile fibres
Category: Textile yarn and thread
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile yarn and thread > Artificial textile fibres
Related concepts: natural; textile; fibres; yarn; thread; synthetic; artificial"
"19430000-9","Textile yarn and thread of natural fibres","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19400000-0","Textile yarn and thread","Textile yarn and thread","silk; yarn; wool; cotton; flax; sewing; thread; natural; textile; fibres","CPV code: 19430000-9
Label: Textile yarn and thread of natural fibres
Category: Textile yarn and thread
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile yarn and thread > Textile yarn and thread of natural fibres
Related concepts: silk; yarn; wool; cotton; flax; sewing; thread; natural; textile; fibres"
"19440000-2","Synthetic yarn or thread","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19400000-0","Textile yarn and thread","Textile yarn and thread","synthetic; yarn; thread","CPV code: 19440000-2
Label: Synthetic yarn or thread
Category: Textile yarn and thread
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Textile yarn and thread > Synthetic yarn or thread
Related concepts: synthetic; yarn; thread"
"19500000-1","Rubber and plastic materials","3","19000000-6","Leather and textile fabrics, plastic and rubber materials","19000000-6","Leather and textile fabrics, plastic and rubber materials","Leather and textile fabrics, plastic and rubber materials","rubber; plastic; materials","CPV code: 19500000-1
Label: Rubber and plastic materials
Category: Leather and textile fabrics, plastic and rubber materials
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Rubber and plastic materials
Related concepts: rubber; plastic; materials"
"19510000-4","Rubber products","4","19000000-6","Leather and textile fabrics, plastic and rubber materials","19500000-1","Rubber and plastic materials","Rubber and plastic materials","rubber; inner; tubes; treads; flaps; unvulcanised; articles; rubberised","CPV code: 19510000-4
Label: Rubber products
Category: Rubber and plastic materials
Division: Leather and textile fabrics, plastic and rubber materials
Hierarchy: Leather and textile fabrics, plastic and rubber materials > Rubber and plastic materials > Rubber products
Related concepts: rubber; inner; tubes; treads; flaps; unvulcanised; articles; rubberised"
